"variable_id","membership","cluster","cluster_raw"
"protein_6699",0.958594577643293,3,3
"protein_6703",0.809276501605131,3,3
"protein_6713",0.999476586433216,3,3
"protein_6727",0.807443871410303,3,3
"protein_6810",0.858845857878579,3,3
"protein_6823",0.999451236211473,3,3
"protein_6826",0.962603460628514,3,3
"protein_6854",0.999847597189101,3,3
"protein_6873",0.99916103446568,3,3
"protein_6880",0.998773599649033,3,3
"protein_6900",0.999940594951274,3,3
"protein_6930",0.849004622624996,3,3
"protein_6945",0.818714847487598,3,3
"protein_6964",0.88191326999393,3,3
"protein_7022",0.980556148515043,3,3
"protein_7035",0.93162206372219,3,3
"protein_7040",0.879821264932365,3,3
"protein_7047",0.902706498019374,3,3
"protein_7086",0.996218626317437,3,3
"protein_7126",0.998614090675544,3,3
"protein_7143",0.999888110796741,3,3
"protein_7180",0.996313416409166,3,3
"protein_7182",0.850366398784701,3,3
"protein_7225",0.986251732622911,3,3
"protein_7227",0.916579141707484,3,3
"protein_7237",0.887453348140697,3,3
"protein_7262",0.98778580850113,3,3
"protein_7349",0.863655062923262,3,3
"protein_7390",0.999939365872475,3,3
"protein_7404",0.999984771091713,3,3
"protein_7503",0.99999452830702,3,3
"protein_7519",0.999382748181258,3,3
"protein_7529",0.84604406822136,3,3
"protein_7549",0.829395089867651,3,3
"protein_7560",0.824249742410677,3,3
"protein_7576",0.989824042958776,3,3
"protein_7614",0.959675763195493,3,3
"protein_7628",0.98822305530153,3,3
"protein_7637",0.999873259936463,3,3
"protein_7643",0.999947046785784,3,3
"protein_7653",0.803296107387157,3,3
"protein_7679",0.981479727954023,3,3
"protein_7692",0.970387246213473,3,3
"protein_7703",0.91643748495075,3,3
"protein_7704",0.97978080106613,3,3
"protein_7705",0.984910588029066,3,3
"protein_7714",0.988464917707203,3,3
"protein_7740",0.993851493367873,3,3
"protein_7746",0.999724556325297,3,3
"protein_7757",0.972482346105872,3,3
"protein_7760",0.992021195728705,3,3
"protein_7764",0.982074586787565,3,3
"protein_7816",0.999185342010896,3,3
"protein_7827",0.999855652304601,3,3
"protein_7879",0.907878106757204,3,3
"protein_7886",0.963367376050348,3,3
"protein_7888",0.990735408324384,3,3
"protein_7992",0.989534904172792,3,3
"protein_8039",0.999527151778359,3,3
"protein_8040",0.990260615479738,3,3
"protein_8043",0.995597054527885,3,3
"protein_8085",0.898204461974196,3,3
"protein_8101",0.998427150574587,3,3
"protein_8155",0.983034896222355,3,3
"protein_8159",0.998947152049134,3,3
"protein_8166",0.97483776723749,3,3
"protein_8188",0.99884173340193,3,3
"protein_8234",0.92878313355106,3,3
"protein_8240",0.824578383386139,3,3
"protein_8246",0.99961982342214,3,3
"protein_8255",0.92657464832751,3,3
"protein_8256",0.894565357854956,3,3
"protein_8264",0.999557108612578,3,3
"protein_8271",0.998237392009318,3,3
"protein_8277",0.995088534557293,3,3
"protein_8286",0.87617636953966,3,3
"protein_8310",0.999958439698412,3,3
"protein_8316",0.992633568676362,3,3
"protein_8351",0.993092513868788,3,3
"protein_8369",0.999987167296779,3,3
"protein_8389",0.920416592635594,3,3
"protein_8399",0.993670575040958,3,3
"protein_72",0.985370303871179,4,4
"protein_92",0.993524679714896,4,4
"protein_165",0.954459425225184,4,4
"protein_254",0.948559998018899,4,4
"protein_258",0.832913952389672,4,4
"protein_281",0.927676473896718,4,4
"protein_292",0.881834522939435,4,4
"protein_300",0.993066019766664,4,4
"protein_329",0.992069005259254,4,4
"protein_369",0.99989875357885,4,4
"protein_417",0.930875798407773,4,4
"protein_433",0.998744486732854,4,4
"protein_460",0.98950941749122,4,4
"protein_478",0.997959781602178,4,4
"protein_535",0.873857371977976,4,4
"protein_573",0.892678432186183,4,4
"protein_634",0.998120813298591,4,4
"protein_645",0.917774771700583,4,4
"protein_685",0.86927890669486,4,4
"protein_713",0.991362710503092,4,4
"protein_736",0.996617577816492,4,4
"protein_743",0.93386788032831,4,4
"protein_768",0.921174914247585,4,4
"protein_803",0.994426071093818,4,4
"protein_849",0.9280662343385,4,4
"protein_868",0.821123157122706,4,4
"protein_873",0.973668197790787,4,4
"protein_991",0.963200150209634,4,4
"protein_998",0.96628951474265,4,4
"protein_1000",0.996622608600557,4,4
"protein_1011",0.99965048610997,4,4
"protein_1104",0.996809149930501,4,4
"protein_1108",0.998566346740681,4,4
"protein_1109",0.997825982982147,4,4
"protein_1119",0.98575860009304,4,4
"protein_1133",0.861202974137891,4,4
"protein_1171",0.993613504768902,4,4
"protein_1242",0.964575974265633,4,4
"protein_1275",0.928873115018372,4,4
"protein_1345",0.87943570234808,4,4
"protein_1358",0.999782693744249,4,4
"protein_1408",0.995912794893858,4,4
"protein_1494",0.989690355970661,4,4
"protein_1499",0.904655863173172,4,4
"protein_1534",0.951286552019804,4,4
"protein_1575",0.9990031648482,4,4
"protein_1580",0.998872780291609,4,4
"protein_1584",0.998667533689089,4,4
"protein_1603",0.99919803578355,4,4
"protein_1656",0.860536480228949,4,4
"protein_1716",0.876433730916906,4,4
"protein_1801",0.95900363573284,4,4
"protein_1806",0.879539639229002,4,4
"protein_1900",0.955287151208326,4,4
"protein_1945",0.995035095852494,4,4
"protein_1979",0.999890175542681,4,4
"protein_2046",0.999714498186746,4,4
"protein_2054",0.991985567933024,4,4
"protein_2177",0.926071634784566,4,4
"protein_2227",0.973546601079973,4,4
"protein_2263",0.996648846377551,4,4
"protein_2325",0.818570945717742,4,4
"protein_2368",0.999883169280877,4,4
"protein_2372",0.990772971023656,4,4
"protein_2375",0.824325535277948,4,4
"protein_2411",0.963723279331703,4,4
"protein_2444",0.975673496058615,4,4
"protein_2544",0.99494716534996,4,4
"protein_2557",0.999308617243366,4,4
"protein_2650",0.851324888062663,4,4
"protein_2671",0.999945377384536,4,4
"protein_2682",0.957174492723214,4,4
"protein_2755",0.951902237999558,4,4
"protein_2843",0.865657627843902,4,4
"protein_2850",0.960925950114885,4,4
"protein_2861",0.977799929561627,4,4
"protein_2957",0.989929754153133,4,4
"protein_2982",0.938292154724804,4,4
"protein_3024",0.821254847760185,4,4
"protein_3066",0.975886256550716,4,4
"protein_3072",0.997229310838925,4,4
"protein_3097",0.995625901419303,4,4
"protein_3112",0.980514432130974,4,4
"protein_3196",0.839244529886633,4,4
"protein_3261",0.983798429109437,4,4
"protein_3328",0.822283432870348,4,4
"protein_3358",0.999060505072786,4,4
"protein_3376",0.975826455904933,4,4
"protein_3393",0.945302232404867,4,4
"protein_3414",0.987354021352321,4,4
"protein_3455",0.974550183500724,4,4
"protein_3472",0.999749953120521,4,4
"protein_3518",0.951710327162423,4,4
"protein_3520",0.926144269318148,4,4
"protein_3560",0.999599732523489,4,4
"protein_3617",0.94242936566112,4,4
"protein_3619",0.962904481218707,4,4
"protein_3659",0.984965228177793,4,4
"protein_3706",0.991556689527963,4,4
"protein_3749",0.971196973454361,4,4
"protein_3815",0.999289192821767,4,4
"protein_3889",0.999776306468265,4,4
"protein_3894",0.987539874901092,4,4
"protein_3910",0.899296556740794,4,4
"protein_3955",0.829401283142689,4,4
"protein_3967",0.997696511885489,4,4
"protein_4003",0.973145074822546,4,4
"protein_4058",0.998253314357706,4,4
"protein_4079",0.997565308841644,4,4
"protein_4110",0.999372120557625,4,4
"protein_4162",0.901536296546877,4,4
"protein_4174",0.969438467821611,4,4
"protein_4185",0.904226051589007,4,4
"protein_4205",0.983048526482301,4,4
"protein_4232",0.897957094825599,4,4
"protein_4257",0.95438858306858,4,4
"protein_4282",0.985132644123329,4,4
"protein_4300",0.998419792476381,4,4
"protein_4370",0.887626987330287,4,4
"protein_4390",0.989600484022983,4,4
"protein_4404",0.988111785741195,4,4
"protein_4413",0.811442154042201,4,4
"protein_4432",0.997133662631461,4,4
"protein_4477",0.915321637473245,4,4
"protein_4484",0.988651894152816,4,4
"protein_4515",0.922271812902437,4,4
"protein_4592",0.928807667801488,4,4
"protein_4603",0.970775631452752,4,4
"protein_4613",0.907385849010312,4,4
"protein_4624",0.991479008972884,4,4
"protein_4639",0.987582380674368,4,4
"protein_4651",0.979347134176118,4,4
"protein_4664",0.949672646049858,4,4
"protein_4685",0.990502860871822,4,4
"protein_4696",0.96179409452041,4,4
"protein_4707",0.998272369090328,4,4
"protein_4709",0.974640944832149,4,4
"protein_4717",0.997450966119157,4,4
"protein_4727",0.82540719593406,4,4
"protein_4736",0.863381004189921,4,4
"protein_4798",0.946708885504092,4,4
"protein_4938",0.919637397748009,4,4
"protein_4968",0.996259325261244,4,4
"protein_4982",0.946870146263739,4,4
"protein_4999",0.999611913141253,4,4
"protein_5002",0.99864157857128,4,4
"protein_5041",0.999540749069011,4,4
"protein_5076",0.906067561293401,4,4
"protein_5120",0.88039981647797,4,4
"protein_5129",0.998878398903412,4,4
"protein_5154",0.877907058461846,4,4
"protein_5155",0.994128296746214,4,4
"protein_5158",0.990178011541313,4,4
"protein_5159",0.972978280496374,4,4
"protein_5191",0.987170187957844,4,4
"protein_5216",0.933911034310474,4,4
"protein_5330",0.997777520227818,4,4
"protein_5370",0.85169570371019,4,4
"protein_5376",0.991567158722227,4,4
"protein_5449",0.808348424915315,4,4
"protein_5510",0.810464807974786,4,4
"protein_5564",0.858879766178701,4,4
"protein_5566",0.82572300792527,4,4
"protein_5581",0.926705206710746,4,4
"protein_5596",0.952797642417162,4,4
"protein_5686",0.988949707346007,4,4
"protein_5935",0.824076460995459,4,4
"protein_5957",0.999190816155076,4,4
"protein_5962",0.99826299804623,4,4
"protein_5971",0.997195421486112,4,4
"protein_6077",0.999371878962556,4,4
"protein_6079",0.998781398781896,4,4
"protein_6229",0.962495061857387,4,4
"protein_6257",0.817380841937203,4,4
"protein_6337",0.831101281411638,4,4
"protein_6354",0.936973411312797,4,4
"protein_6365",0.976694438552247,4,4
"protein_6383",0.969960011042475,4,4
"protein_6498",0.994538478311197,4,4
"protein_6520",0.967722100388583,4,4
"protein_6546",0.861422419830021,4,4
"protein_6548",0.97490727646161,4,4
"protein_6566",0.97284334135814,4,4
"protein_6581",0.847082754515498,4,4
"protein_6594",0.999876890772733,4,4
"protein_6599",0.999598815084037,4,4
"protein_6666",0.999011079949339,4,4
"protein_6692",0.873279106169338,4,4
"protein_6696",0.985149233855391,4,4
"protein_6698",0.867072622296526,4,4
"protein_6712",0.859028841070221,4,4
"protein_6738",0.866729820128471,4,4
"protein_6749",0.97169336526157,4,4
"protein_6778",0.994573998870725,4,4
"protein_6785",0.999807500728116,4,4
"protein_6822",0.955805261022143,4,4
"protein_6833",0.995919067115702,4,4
"protein_6839",0.963327230709908,4,4
"protein_6860",0.946299365565335,4,4
"protein_6867",0.927631423130193,4,4
"protein_6881",0.999647309844599,4,4
"protein_6886",0.916048062925721,4,4
"protein_6932",0.999888437545298,4,4
"protein_6942",0.876259318411029,4,4
"protein_6970",0.983092030420108,4,4
"protein_6972",0.998685248744631,4,4
"protein_6973",0.999398924554899,4,4
"protein_7043",0.999617754227697,4,4
"protein_7074",0.824957940920636,4,4
"protein_7076",0.916152892460311,4,4
"protein_7093",0.999958848559076,4,4
"protein_7121",0.974759825985885,4,4
"protein_7165",0.99777739485225,4,4
"protein_7184",0.874116678052512,4,4
"protein_7255",0.940149599764396,4,4
"protein_7259",0.990876422895131,4,4
"protein_7273",0.987757669120742,4,4
"protein_7282",0.97495503282033,4,4
"protein_7307",0.999162064365389,4,4
"protein_7312",0.990025185179169,4,4
"protein_7343",0.995241483801574,4,4
"protein_7360",0.842150448031222,4,4
"protein_7421",0.809654296620093,4,4
"protein_7433",0.911625325423916,4,4
"protein_7568",0.999123837309975,4,4
"protein_7583",0.997837179590747,4,4
"protein_7688",0.803312815145679,4,4
"protein_7758",0.920867210245724,4,4
"protein_7821",0.996362494415504,4,4
"protein_7822",0.996828586168862,4,4
"protein_7825",0.999604642052477,4,4
"protein_7834",0.945347461125604,4,4
"protein_7853",0.92544475613344,4,4
"protein_7877",0.992236194308562,4,4
"protein_7882",0.981502587410576,4,4
"protein_7897",0.86499681607716,4,4
"protein_7937",0.843371115545981,4,4
"protein_7986",0.998772838305811,4,4
"protein_7996",0.99153596131185,4,4
"protein_8054",0.987296454160325,4,4
"protein_8097",0.990409149183662,4,4
"protein_8098",0.957894614391817,4,4
"protein_8122",0.977551325597816,4,4
"protein_8135",0.998355251203663,4,4
"protein_8151",0.996303178244227,4,4
"protein_8157",0.953457349463817,4,4
"protein_8170",0.999936062597918,4,4
"protein_8175",0.99767256491175,4,4
"protein_8244",0.992686080536839,4,4
"protein_8251",0.999061042762131,4,4
"protein_8297",0.999623926717011,4,4
"protein_8378",0.995744845039648,4,4
"protein_8387",0.930080679907132,4,4
"protein_8415",0.999652810046372,4,4
"protein_8456",0.994501313132056,4,4
"protein_8459",0.83903193810557,4,4
"protein_50",0.999636587970518,5,5
"protein_57",0.990931552085467,5,5
"protein_80",0.942720082296461,5,5
"protein_177",0.990105045943784,5,5
"protein_193",0.990503872742218,5,5
"protein_250",0.989148610906064,5,5
"protein_279",0.973766530955716,5,5
"protein_311",0.961630200630611,5,5
"protein_347",0.99957713195364,5,5
"protein_361",0.987234377748925,5,5
"protein_492",0.984621405062457,5,5
"protein_553",0.913484001555708,5,5
"protein_644",0.999647812898213,5,5
"protein_947",0.999772681404043,5,5
"protein_968",0.827618957788201,5,5
"protein_969",0.906955510202855,5,5
"protein_1079",0.800084530367465,5,5
"protein_1113",0.825066543498116,5,5
"protein_1156",0.906782079838748,5,5
"protein_1162",0.999796042954847,5,5
"protein_1185",0.9602601868171,5,5
"protein_1245",0.835975962395345,5,5
"protein_1272",0.998657625631283,5,5
"protein_1276",0.970459635782399,5,5
"protein_1307",0.967806840956076,5,5
"protein_1312",0.983879115460705,5,5
"protein_1325",0.991722728339131,5,5
"protein_1344",0.918491498884321,5,5
"protein_1347",0.902384355150035,5,5
"protein_1446",0.984888527228839,5,5
"protein_1451",0.936635174882536,5,5
"protein_1555",0.989204613610065,5,5
"protein_1566",0.938577688724815,5,5
"protein_1680",0.964182726380049,5,5
"protein_1838",0.829356130304974,5,5
"protein_1924",0.87258925327897,5,5
"protein_1953",0.973185738573048,5,5
"protein_1959",0.926183704802969,5,5
"protein_1963",0.833305455077084,5,5
"protein_2064",0.998556311212565,5,5
"protein_2068",0.945229350494856,5,5
"protein_2121",0.894704027602244,5,5
"protein_2134",0.94259353562781,5,5
"protein_2142",0.863128374801593,5,5
"protein_2160",0.867109838906275,5,5
"protein_2219",0.920078664001334,5,5
"protein_2265",0.993426855057336,5,5
"protein_2407",0.951433679052249,5,5
"protein_2494",0.977479678795175,5,5
"protein_2495",0.849683682088795,5,5
"protein_2606",0.929973272205307,5,5
"protein_2611",0.903093281632794,5,5
"protein_2627",0.943991731468952,5,5
"protein_2638",0.981226130413577,5,5
"protein_2651",0.814082797223824,5,5
"protein_2663",0.979970170410243,5,5
"protein_2753",0.922334709342541,5,5
"protein_2754",0.971887176518131,5,5
"protein_2771",0.999012285169154,5,5
"protein_2781",0.967918160160879,5,5
"protein_2862",0.999312081589056,5,5
"protein_2904",0.954438053741827,5,5
"protein_2994",0.946219486929148,5,5
"protein_3007",0.999835959680185,5,5
"protein_3069",0.951209818069987,5,5
"protein_3117",0.99524326927532,5,5
"protein_3150",0.962718539437878,5,5
"protein_3153",0.999277350690948,5,5
"protein_3201",0.948069818852061,5,5
"protein_3263",0.866919335629952,5,5
"protein_3273",0.99852333018457,5,5
"protein_3280",0.940672629578536,5,5
"protein_3285",0.8377503377706,5,5
"protein_3300",0.885938866627074,5,5
"protein_3369",0.964733369614653,5,5
"protein_3370",0.997142979425793,5,5
"protein_3451",0.988298982710172,5,5
"protein_3459",0.880598327544859,5,5
"protein_3498",0.889779816425663,5,5
"protein_3607",0.996668620196941,5,5
"protein_3731",0.995440025368975,5,5
"protein_3761",0.962569150653083,5,5
"protein_3788",0.943661306537739,5,5
"protein_3855",0.884113312667841,5,5
"protein_3942",0.874287708459236,5,5
"protein_4030",0.811470809751896,5,5
"protein_4085",0.981110602687622,5,5
"protein_4107",0.993876668644094,5,5
"protein_4150",0.99738373158211,5,5
"protein_4157",0.88973382164448,5,5
"protein_4220",0.98790351867163,5,5
"protein_4314",0.842198687356175,5,5
"protein_4332",0.999929491481883,5,5
"protein_4415",0.976117632501862,5,5
"protein_4571",0.861938185610183,5,5
"protein_4582",0.856666814910744,5,5
"protein_4595",0.984241291478877,5,5
"protein_4658",0.802315957021016,5,5
"protein_4701",0.937838873297946,5,5
"protein_4779",0.977797349918119,5,5
"protein_4787",0.993535462029693,5,5
"protein_4800",0.877139510807318,5,5
"protein_4818",0.87766972306327,5,5
"protein_4827",0.936947684347975,5,5
"protein_4880",0.907004289120371,5,5
"protein_4890",0.871388131876811,5,5
"protein_4896",0.877211096746753,5,5
"protein_4912",0.824384170430982,5,5
"protein_4969",0.988603049690632,5,5
"protein_5011",0.879315048830615,5,5
"protein_5062",0.860159626917417,5,5
"protein_5082",0.994327619654003,5,5
"protein_5102",0.84395844728651,5,5
"protein_5133",0.927756206097946,5,5
"protein_5178",0.942164780807965,5,5
"protein_5192",0.942561706389106,5,5
"protein_5241",0.957710863028962,5,5
"protein_5270",0.934741111407069,5,5
"protein_5290",0.929667003365583,5,5
"protein_5459",0.857160339318247,5,5
"protein_5527",0.902187484088784,5,5
"protein_5641",0.937437414145097,5,5
"protein_5657",0.994545496233027,5,5
"protein_5700",0.834669427607617,5,5
"protein_5835",0.976188035829343,5,5
"protein_5954",0.940771898527505,5,5
"protein_5955",0.95526322829475,5,5
"protein_5999",0.895228402799242,5,5
"protein_6051",0.90235013290628,5,5
"protein_6064",0.983732264434493,5,5
"protein_6075",0.99989730880586,5,5
"protein_6090",0.832603242932194,5,5
"protein_6165",0.944849374476201,5,5
"protein_6197",0.891769145030754,5,5
"protein_6204",0.993702988555197,5,5
"protein_6259",0.974450742159235,5,5
"protein_6293",0.999732767524944,5,5
"protein_6334",0.998038735908864,5,5
"protein_6419",0.977760614382272,5,5
"protein_6475",0.974158393972379,5,5
"protein_6592",0.92757954028274,5,5
"protein_6693",0.827772469637773,5,5
"protein_6798",0.953050899982762,5,5
"protein_6818",0.988949559501902,5,5
"protein_6933",0.901803693191181,5,5
"protein_6999",0.804505061231269,5,5
"protein_7289",0.982491231507131,5,5
"protein_7308",0.999733732578062,5,5
"protein_7397",0.977945196484463,5,5
"protein_7419",0.97489332762305,5,5
"protein_7434",0.846399567092357,5,5
"protein_7448",0.99906251040234,5,5
"protein_7473",0.908209683510962,5,5
"protein_7480",0.953774240041102,5,5
"protein_7487",0.998343584682532,5,5
"protein_7766",0.990982630602683,5,5
"protein_7774",0.896122984930964,5,5
"protein_7799",0.900330869781292,5,5
"protein_7860",0.969146319574712,5,5
"protein_7869",0.97873227899859,5,5
"protein_7983",0.811478160518401,5,5
"protein_8180",0.868409299356703,5,5
"protein_8229",0.981020952369553,5,5
"protein_8252",0.885866018027662,5,5
"protein_8306",0.921011451083928,5,5
"protein_8314",0.961563974301642,5,5
"protein_8317",0.84953649785876,5,5
"protein_8402",0.891148977869561,5,5
"protein_8403",0.909873829854758,5,5
"protein_8412",0.992018954071288,5,5
"protein_8421",0.973576493520305,5,5
"protein_8458",0.890139313768196,5,5
"protein_21",0.956060718587468,6,6
"protein_24",0.998297349862055,6,6
"protein_75",0.973600926769221,6,6
"protein_133",0.998617708139912,6,6
"protein_138",0.912281074334005,6,6
"protein_144",0.823639753027067,6,6
"protein_145",0.99420429498683,6,6
"protein_196",0.854451046865169,6,6
"protein_287",0.992512863908741,6,6
"protein_303",0.999639669939524,6,6
"protein_309",0.887439374750655,6,6
"protein_336",0.988019898693822,6,6
"protein_340",0.999305108303275,6,6
"protein_356",0.840997972370216,6,6
"protein_377",0.998997478509764,6,6
"protein_413",0.998555481781023,6,6
"protein_425",0.808322852379489,6,6
"protein_457",0.997818114869871,6,6
"protein_481",0.985077486717645,6,6
"protein_483",0.999741377407206,6,6
"protein_543",0.860364302450047,6,6
"protein_546",0.885709019918056,6,6
"protein_564",0.969262557704276,6,6
"protein_569",0.962653844506525,6,6
"protein_662",0.932383060521879,6,6
"protein_667",0.938066732752488,6,6
"protein_737",0.860789079988677,6,6
"protein_754",0.896367224419458,6,6
"protein_769",0.995485976624454,6,6
"protein_841",0.999292952426265,6,6
"protein_976",0.865639343354595,6,6
"protein_988",0.996458300467564,6,6
"protein_1040",0.941987328851576,6,6
"protein_1044",0.952807252728174,6,6
"protein_1103",0.8892858703916,6,6
"protein_1117",0.944917868025464,6,6
"protein_1192",0.964389798521434,6,6
"protein_1261",0.946332163285776,6,6
"protein_1319",0.905920335031405,6,6
"protein_1435",0.964874896634249,6,6
"protein_1473",0.866849864213753,6,6
"protein_1519",0.99877608710345,6,6
"protein_1539",0.993538954346183,6,6
"protein_1540",0.94608458076255,6,6
"protein_1568",0.995061474998867,6,6
"protein_1605",0.99997313903331,6,6
"protein_1620",0.999205137782083,6,6
"protein_1641",0.961799655264087,6,6
"protein_1662",0.99138026591168,6,6
"protein_1667",0.99957321548649,6,6
"protein_1685",0.986935914781058,6,6
"protein_1702",0.938628059774255,6,6
"protein_1705",0.827897186976966,6,6
"protein_1736",0.960623315952783,6,6
"protein_1741",0.806533258018141,6,6
"protein_1790",0.80581622438485,6,6
"protein_1841",0.899358997728052,6,6
"protein_1853",0.922066098297035,6,6
"protein_1874",0.999937957045514,6,6
"protein_1896",0.99877336706962,6,6
"protein_1919",0.991948861792264,6,6
"protein_1932",0.88868277237102,6,6
"protein_1938",0.995699980236239,6,6
"protein_1971",0.983490498454144,6,6
"protein_1972",0.991096476350583,6,6
"protein_1988",0.998900677435151,6,6
"protein_2024",0.915294488049159,6,6
"protein_2036",0.942745722193518,6,6
"protein_2113",0.998898885990689,6,6
"protein_2130",0.992814224307222,6,6
"protein_2237",0.934765361871857,6,6
"protein_2296",0.929213020701029,6,6
"protein_2339",0.999176094023884,6,6
"protein_2342",0.834838230435353,6,6
"protein_2377",0.805208090395214,6,6
"protein_2396",0.997874726138854,6,6
"protein_2397",0.961921601388827,6,6
"protein_2408",0.901214638481334,6,6
"protein_2499",0.849747751064189,6,6
"protein_2551",0.999948896070241,6,6
"protein_2580",0.924698920574359,6,6
"protein_2593",0.99197750943999,6,6
"protein_2594",0.995599790628964,6,6
"protein_2639",0.918269168954143,6,6
"protein_2745",0.999899510035712,6,6
"protein_2798",0.829582054456389,6,6
"protein_2806",0.852893426337098,6,6
"protein_2859",0.971514096468489,6,6
"protein_2887",0.897408009358345,6,6
"protein_2921",0.991138053080218,6,6
"protein_2923",0.895400359757106,6,6
"protein_2946",0.999742611041106,6,6
"protein_2958",0.99038399049538,6,6
"protein_3023",0.922028831325529,6,6
"protein_3136",0.804193441484627,6,6
"protein_3168",0.805473103879411,6,6
"protein_3224",0.998658259390168,6,6
"protein_3283",0.963329052692434,6,6
"protein_3308",0.955269864299751,6,6
"protein_3360",0.823945045773796,6,6
"protein_3384",0.967588499340851,6,6
"protein_3400",0.941343121748078,6,6
"protein_3402",0.963063347229976,6,6
"protein_3431",0.931025500631521,6,6
"protein_3540",0.999662287510892,6,6
"protein_3594",0.990249630037648,6,6
"protein_3648",0.993024358927926,6,6
"protein_3658",0.988422589308181,6,6
"protein_3676",0.949036616903811,6,6
"protein_3734",0.999941277289405,6,6
"protein_3753",0.997746065987421,6,6
"protein_3773",0.890007712208945,6,6
"protein_3808",0.934252655643953,6,6
"protein_3830",0.82580588006761,6,6
"protein_3845",0.999970762284616,6,6
"protein_3854",0.825456116662627,6,6
"protein_3950",0.920958180119413,6,6
"protein_3952",0.879609518004366,6,6
"protein_3997",0.997736392146732,6,6
"protein_4039",0.99335808503315,6,6
"protein_4062",0.943975523194821,6,6
"protein_4094",0.906630370730793,6,6
"protein_4095",0.94696538563724,6,6
"protein_4106",0.988513082680162,6,6
"protein_4113",0.999807226722348,6,6
"protein_4138",0.99193368672898,6,6
"protein_4146",0.974768909651208,6,6
"protein_4159",0.845865854477762,6,6
"protein_4176",0.819735258435384,6,6
"protein_4189",0.999745900520713,6,6
"protein_4192",0.969968122079674,6,6
"protein_4260",0.933644172932459,6,6
"protein_4265",0.999838989409631,6,6
"protein_4291",0.993109112174526,6,6
"protein_4295",0.974928718147453,6,6
"protein_4309",0.871660039392003,6,6
"protein_4324",0.977208975081255,6,6
"protein_4336",0.99419161360329,6,6
"protein_4375",0.99916154597344,6,6
"protein_4505",0.867866362238172,6,6
"protein_4559",0.934607116229726,6,6
"protein_4568",0.999975976677874,6,6
"protein_4629",0.999567894547252,6,6
"protein_4634",0.999634008740519,6,6
"protein_4657",0.979584823632255,6,6
"protein_4699",0.894136590130002,6,6
"protein_4718",0.998903825461992,6,6
"protein_4723",0.999379639664296,6,6
"protein_4786",0.997852871656559,6,6
"protein_5014",0.999099755800242,6,6
"protein_5079",0.92450313021088,6,6
"protein_5100",0.997971394240182,6,6
"protein_5193",0.895572005330705,6,6
"protein_5271",0.802915505226054,6,6
"protein_5334",0.998262534111445,6,6
"protein_5386",0.915284655862673,6,6
"protein_5432",0.93608208164839,6,6
"protein_5498",0.918199422688635,6,6
"protein_5536",0.837688950064665,6,6
"protein_5537",0.950026660564397,6,6
"protein_5546",0.992643629912639,6,6
"protein_5551",0.999978279578286,6,6
"protein_5565",0.897178584272465,6,6
"protein_5613",0.994600121804415,6,6
"protein_5625",0.957643893780569,6,6
"protein_5635",0.96260652920139,6,6
"protein_5645",0.911153432831342,6,6
"protein_5697",0.948140369915287,6,6
"protein_5782",0.979362526954918,6,6
"protein_5826",0.99498235216055,6,6
"protein_5896",0.866893312143553,6,6
"protein_5961",0.980310286699265,6,6
"protein_5981",0.995517893205859,6,6
"protein_6067",0.876517840872285,6,6
"protein_6073",0.997392595749544,6,6
"protein_6096",0.878909303991597,6,6
"protein_6099",0.918209902479224,6,6
"protein_6104",0.858638069328317,6,6
"protein_6130",0.99999784686732,6,6
"protein_6136",0.818023399869521,6,6
"protein_6178",0.999384036953319,6,6
"protein_6183",0.992693714593007,6,6
"protein_6249",0.994575604771068,6,6
"protein_6309",0.994340352904978,6,6
"protein_6310",0.986839465093158,6,6
"protein_6353",0.942083340499074,6,6
"protein_6388",0.954064876359047,6,6
"protein_6389",0.840764389607064,6,6
"protein_6394",0.997328411482705,6,6
"protein_6397",0.998383416929481,6,6
"protein_6429",0.999061218223323,6,6
"protein_6459",0.879324703802975,6,6
"protein_6464",0.992803952257341,6,6
"protein_6561",0.999911901769097,6,6
"protein_6585",0.90467656596445,6,6
"protein_6622",0.99998367847974,6,6
"protein_6653",0.994586468598661,6,6
"protein_6676",0.99678580127288,6,6
"protein_6677",0.998940250003519,6,6
"protein_6688",0.965416002115265,6,6
"protein_6730",0.957732502978359,6,6
"protein_6731",0.845570710747341,6,6
"protein_6751",0.992916814165058,6,6
"protein_6757",0.967090628177869,6,6
"protein_6770",0.943999610455849,6,6
"protein_6788",0.910321073423201,6,6
"protein_6830",0.96474174351443,6,6
"protein_6872",0.884878640583152,6,6
"protein_6884",0.974123000221847,6,6
"protein_6925",0.999182136494698,6,6
"protein_6938",0.809275196517565,6,6
"protein_6940",0.936266581974447,6,6
"protein_6965",0.979537031210266,6,6
"protein_6978",0.932091122086406,6,6
"protein_7025",0.965788861986347,6,6
"protein_7079",0.967689383866813,6,6
"protein_7105",0.964866936890266,6,6
"protein_7123",0.917232630404043,6,6
"protein_7137",0.853934356953473,6,6
"protein_7145",0.983909724496288,6,6
"protein_7234",0.99818227001203,6,6
"protein_7254",0.976349508965896,6,6
"protein_7257",0.99066056460232,6,6
"protein_7290",0.999757432046683,6,6
"protein_7306",0.999473771563267,6,6
"protein_7322",0.999619617823346,6,6
"protein_7370",0.992536547908424,6,6
"protein_7428",0.99740347979382,6,6
"protein_7451",0.840364422364706,6,6
