"variable_id","membership","cluster","cluster_raw"
"protein_7456",0.994800196850219,6,6
"protein_7465",0.839778989748542,6,6
"protein_7498",0.893939653690248,6,6
"protein_7535",0.999939040386698,6,6
"protein_7537",0.99882054107588,6,6
"protein_7543",0.993529459175708,6,6
"protein_7558",0.999005778128866,6,6
"protein_7590",0.999881380850827,6,6
"protein_7626",0.931666599791453,6,6
"protein_7627",0.919353661017573,6,6
"protein_7651",0.987985968765131,6,6
"protein_7656",0.935089783792,6,6
"protein_7666",0.989962702524304,6,6
"protein_7762",0.989345254691235,6,6
"protein_7798",0.999983116719925,6,6
"protein_7830",0.989844544577535,6,6
"protein_7845",0.998898854734228,6,6
"protein_7863",0.868896361181246,6,6
"protein_7873",0.989015200608002,6,6
"protein_7902",0.884579978729293,6,6
"protein_7956",0.879742551950763,6,6
"protein_7957",0.933032202785168,6,6
"protein_7990",0.990336091564895,6,6
"protein_8006",0.97673150094111,6,6
"protein_8048",0.90529147826623,6,6
"protein_8052",0.999980996075802,6,6
"protein_8058",0.831044151153822,6,6
"protein_8077",0.997499749291756,6,6
"protein_8092",0.977772974755183,6,6
"protein_8099",0.995261679068392,6,6
"protein_8119",0.999882387243623,6,6
"protein_8142",0.999589041263165,6,6
"protein_8187",0.998629721587729,6,6
"protein_8199",0.900213287386326,6,6
"protein_8201",0.984238880926102,6,6
"protein_8301",0.999884755582356,6,6
"protein_8379",0.973432882949132,6,6
"protein_8410",0.983645309710814,6,6
"protein_8467",0.988256093195302,6,6
"protein_9",0.994695144763104,7,7
"protein_12",0.997095731804473,7,7
"protein_20",0.89174071934079,7,7
"protein_39",0.909321342247606,7,7
"protein_54",0.92777474246404,7,7
"protein_102",0.999621952574393,7,7
"protein_118",0.972823966665787,7,7
"protein_122",0.999775506864758,7,7
"protein_150",0.997538242504636,7,7
"protein_194",0.981895410117982,7,7
"protein_231",0.854120090739155,7,7
"protein_243",0.999974355968879,7,7
"protein_256",0.997030785594459,7,7
"protein_307",0.884212455748694,7,7
"protein_317",0.967999931034062,7,7
"protein_324",0.999584520511018,7,7
"protein_327",0.920381962502961,7,7
"protein_333",0.994268339523516,7,7
"protein_365",0.857681332123862,7,7
"protein_367",0.803683177669857,7,7
"protein_390",0.903739876257748,7,7
"protein_395",0.999999289650017,7,7
"protein_449",0.999999182293875,7,7
"protein_451",0.999997748950566,7,7
"protein_506",0.999996661268211,7,7
"protein_528",0.99988484242982,7,7
"protein_549",0.906460673079292,7,7
"protein_571",0.99999935135814,7,7
"protein_572",0.999927127895196,7,7
"protein_649",0.944118256753849,7,7
"protein_691",0.999997557492805,7,7
"protein_694",0.998122277596237,7,7
"protein_697",0.919675339843125,7,7
"protein_709",0.983741790520905,7,7
"protein_723",0.866847706128831,7,7
"protein_789",0.987483648443151,7,7
"protein_820",0.999999490298245,7,7
"protein_882",0.993806548486499,7,7
"protein_927",0.999999894904794,7,7
"protein_941",0.999902110934014,7,7
"protein_982",0.993583056619172,7,7
"protein_983",0.922040358456992,7,7
"protein_1045",0.853381291529999,7,7
"protein_1084",0.975667857308969,7,7
"protein_1097",0.949021053034271,7,7
"protein_1254",0.978900503899272,7,7
"protein_1265",0.969672980879504,7,7
"protein_1277",0.998472014257004,7,7
"protein_1282",0.999998119794165,7,7
"protein_1348",0.85784018877371,7,7
"protein_1356",0.999261294926024,7,7
"protein_1385",0.999588902539759,7,7
"protein_1392",0.992433967871741,7,7
"protein_1413",0.872422547758063,7,7
"protein_1448",0.948553084215154,7,7
"protein_1467",0.890104607888828,7,7
"protein_1472",0.930315335036177,7,7
"protein_1483",0.999961724283541,7,7
"protein_1549",0.981656702604694,7,7
"protein_1559",0.96639940622359,7,7
"protein_1578",0.973889323362685,7,7
"protein_1624",0.99484717891919,7,7
"protein_1631",0.877445308870944,7,7
"protein_1707",0.913471953153175,7,7
"protein_1715",0.99248555379293,7,7
"protein_1720",0.999995562473121,7,7
"protein_1813",0.999999151157799,7,7
"protein_1814",0.897482594651115,7,7
"protein_1892",0.97325486739286,7,7
"protein_1908",0.991392833277051,7,7
"protein_1927",0.964162828799722,7,7
"protein_1933",0.977879883725495,7,7
"protein_1943",0.99989046051274,7,7
"protein_1950",0.921878201705955,7,7
"protein_1969",0.952885284448954,7,7
"protein_1987",0.884534404141255,7,7
"protein_2031",0.894702232489197,7,7
"protein_2034",0.999999901281607,7,7
"protein_2037",0.989776268793852,7,7
"protein_2055",0.999983657724407,7,7
"protein_2118",0.998991324460836,7,7
"protein_2127",0.999998579256274,7,7
"protein_2184",0.928611992127647,7,7
"protein_2185",0.994371741123885,7,7
"protein_2189",0.99999906826991,7,7
"protein_2273",0.999999376651557,7,7
"protein_2288",0.999892189534773,7,7
"protein_2324",0.999577334100618,7,7
"protein_2332",0.881629756471624,7,7
"protein_2338",0.999517217042823,7,7
"protein_2374",0.999998024974365,7,7
"protein_2381",0.999835509682897,7,7
"protein_2395",0.999988681778914,7,7
"protein_2402",0.999912493815478,7,7
"protein_2439",0.999659899997121,7,7
"protein_2475",0.99783744581493,7,7
"protein_2477",0.999941973261603,7,7
"protein_2548",0.997758192061507,7,7
"protein_2569",0.999999723361281,7,7
"protein_2571",0.999999234132303,7,7
"protein_2599",0.943049383717209,7,7
"protein_2633",0.930345047638591,7,7
"protein_2642",0.964797024869563,7,7
"protein_2665",0.999998392393535,7,7
"protein_2670",0.862104821745662,7,7
"protein_2693",0.850083757903983,7,7
"protein_2697",0.989096742662944,7,7
"protein_2710",0.958561615619347,7,7
"protein_2732",0.962880277685292,7,7
"protein_2849",0.91873741966833,7,7
"protein_2900",0.999996276085888,7,7
"protein_2947",0.955812268864592,7,7
"protein_2962",0.999997586037987,7,7
"protein_2964",0.98335931525974,7,7
"protein_2971",0.998167107358044,7,7
"protein_2986",0.976311762007624,7,7
"protein_2990",0.999695286233393,7,7
"protein_3059",0.922690934250678,7,7
"protein_3130",0.999835302193601,7,7
"protein_3131",0.994798066274503,7,7
"protein_3162",0.996215628879283,7,7
"protein_3179",0.961087658862409,7,7
"protein_3191",0.999993740682495,7,7
"protein_3193",0.815994728880729,7,7
"protein_3199",0.999764582051202,7,7
"protein_3293",0.998222409274375,7,7
"protein_3298",0.934300845817347,7,7
"protein_3302",0.88701832829983,7,7
"protein_3314",0.998543010828658,7,7
"protein_3315",0.998622834253479,7,7
"protein_3355",0.975409002538034,7,7
"protein_3427",0.961849635901726,7,7
"protein_3449",0.999998980909122,7,7
"protein_3478",0.993873332087258,7,7
"protein_3501",0.882308580709232,7,7
"protein_3583",0.999998421152637,7,7
"protein_3618",0.999889982133153,7,7
"protein_3672",0.999952406064604,7,7
"protein_3692",0.976456058020433,7,7
"protein_3697",0.999995236972326,7,7
"protein_3826",0.999400517603673,7,7
"protein_3863",0.999519990389819,7,7
"protein_3875",0.997389852931588,7,7
"protein_3909",0.935900967409748,7,7
"protein_3934",0.970574783938498,7,7
"protein_3951",0.939374508944077,7,7
"protein_3961",0.973361734517893,7,7
"protein_3973",0.919462679609653,7,7
"protein_4004",0.811540876356261,7,7
"protein_4052",0.999992750759054,7,7
"protein_4057",0.999983606084255,7,7
"protein_4059",0.999989684547406,7,7
"protein_4060",0.993291946990739,7,7
"protein_4082",0.999332890386628,7,7
"protein_4096",0.96944606606809,7,7
"protein_4108",0.931682783723642,7,7
"protein_4160",0.853214233726429,7,7
"protein_4161",0.999992181598907,7,7
"protein_4233",0.994715415809734,7,7
"protein_4245",0.999360627534374,7,7
"protein_4268",0.99995656525121,7,7
"protein_4301",0.999997608294983,7,7
"protein_4316",0.999999690320993,7,7
"protein_4320",0.999972694478468,7,7
"protein_4339",0.985595114817882,7,7
"protein_4406",0.864005684579667,7,7
"protein_4412",0.999986728229221,7,7
"protein_4418",0.869585910836993,7,7
"protein_4420",0.811224901223437,7,7
"protein_4425",0.926242353446849,7,7
"protein_4436",0.99996579868928,7,7
"protein_4622",0.935371665382977,7,7
"protein_4640",0.986231048827423,7,7
"protein_4648",0.976503808474076,7,7
"protein_4671",0.978167178061334,7,7
"protein_4693",0.999987748750106,7,7
"protein_4700",0.999877879939052,7,7
"protein_4730",0.999999707953562,7,7
"protein_4808",0.825868503090607,7,7
"protein_4815",0.997339826354929,7,7
"protein_4833",0.845244179434373,7,7
"protein_4869",0.95481894375923,7,7
"protein_4889",0.984159910869256,7,7
"protein_4897",0.919830384139612,7,7
"protein_4926",0.84426896319547,7,7
"protein_4934",0.999841370418403,7,7
"protein_4997",0.999999696144945,7,7
"protein_5004",0.99992631647055,7,7
"protein_5019",0.858136373122683,7,7
"protein_5078",0.963351409132159,7,7
"protein_5080",0.997864271607129,7,7
"protein_5095",0.958917839514059,7,7
"protein_5110",0.978566024641142,7,7
"protein_5114",0.99999803531121,7,7
"protein_5134",0.988484615864896,7,7
"protein_5187",0.999959571302377,7,7
"protein_5247",0.970791184267703,7,7
"protein_5314",0.999883412969608,7,7
"protein_5329",0.999999819591579,7,7
"protein_5333",0.999995077617569,7,7
"protein_5336",0.999491169422916,7,7
"protein_5384",0.935349749003393,7,7
"protein_5417",0.999999824823855,7,7
"protein_5427",0.999779532570543,7,7
"protein_5430",0.990782354521442,7,7
"protein_5462",0.99999995118085,7,7
"protein_5506",0.938644169941526,7,7
"protein_5513",0.999675823820888,7,7
"protein_5528",0.925425725425863,7,7
"protein_5633",0.999969507404975,7,7
"protein_5670",0.985871457315841,7,7
"protein_5788",0.999984051451834,7,7
"protein_5805",0.999999842426293,7,7
"protein_5818",0.99296029620527,7,7
"protein_5831",0.999992639754592,7,7
"protein_5928",0.990692001535468,7,7
"protein_5941",0.975888526280219,7,7
"protein_5998",0.998546823979475,7,7
"protein_6021",0.999966820394932,7,7
"protein_6057",0.999999975518231,7,7
"protein_6071",0.956670429477995,7,7
"protein_6109",0.999956132521506,7,7
"protein_6231",0.999990932749224,7,7
"protein_6280",0.999999990825854,7,7
"protein_6358",0.999009401807913,7,7
"protein_6362",0.999940017210441,7,7
"protein_6377",0.999259234110962,7,7
"protein_6438",0.98823458694931,7,7
"protein_6474",0.999926578578437,7,7
"protein_6509",0.99993458253477,7,7
"protein_6529",0.999990344661913,7,7
"protein_6582",0.999964432670063,7,7
"protein_6589",0.993622829715069,7,7
"protein_6612",0.99999887660019,7,7
"protein_6614",0.999146387640663,7,7
"protein_6617",0.858376128439197,7,7
"protein_6651",0.82247370004676,7,7
"protein_6685",0.999999897372551,7,7
"protein_6716",0.993274647089503,7,7
"protein_6729",0.834060964489008,7,7
"protein_6732",0.99997493896624,7,7
"protein_6752",0.848194423089572,7,7
"protein_6755",0.956683077728591,7,7
"protein_6768",0.95593976886731,7,7
"protein_6922",0.99999273179136,7,7
"protein_6934",0.873302479751383,7,7
"protein_6983",0.999809905079572,7,7
"protein_6990",0.999969707035744,7,7
"protein_7038",0.999999831751966,7,7
"protein_7073",0.999849568396576,7,7
"protein_7078",0.801097968546626,7,7
"protein_7142",0.870648833014491,7,7
"protein_7160",0.994326151924153,7,7
"protein_7189",0.830158575389664,7,7
"protein_7232",0.982392060376436,7,7
"protein_7239",0.905196894324284,7,7
"protein_7266",0.999115749339986,7,7
"protein_7284",0.929081563613151,7,7
"protein_7291",0.984949283840189,7,7
"protein_7305",0.997269005032487,7,7
"protein_7329",0.999960388476045,7,7
"protein_7335",0.999899358937049,7,7
"protein_7339",0.961333549719371,7,7
"protein_7403",0.99999876863866,7,7
"protein_7407",0.999992151343222,7,7
"protein_7518",0.999998945933391,7,7
"protein_7539",0.999999458093997,7,7
"protein_7573",0.999889913238957,7,7
"protein_7625",0.999351318300393,7,7
"protein_7654",0.818481275277262,7,7
"protein_7684",0.999995766504962,7,7
"protein_7700",0.990709822727098,7,7
"protein_7707",0.999983051188357,7,7
"protein_7710",0.999999895096618,7,7
"protein_7725",0.952132330703766,7,7
"protein_7726",0.999991308552404,7,7
"protein_7735",0.996014606136557,7,7
"protein_7878",0.99550352124222,7,7
"protein_7982",0.901455234335645,7,7
"protein_8028",0.988916042218857,7,7
"protein_8047",0.860301238606857,7,7
"protein_8125",0.9666721662263,7,7
"protein_8163",0.999997734060236,7,7
"protein_8183",0.987148525520766,7,7
"protein_8204",0.836498450102357,7,7
"protein_8303",0.988951704375478,7,7
"protein_8347",0.94742711332415,7,7
"protein_8356",0.999670480614572,7,7
"protein_8408",0.999984385164553,7,7
"protein_8452",0.99994371999582,7,7
"protein_8472",0.877415475645841,7,7
"protein_4",0.979063038940841,8,8
"protein_13",0.995308746073395,8,8
"protein_146",0.990090758828273,8,8
"protein_158",0.894282909016691,8,8
"protein_168",0.886547796321864,8,8
"protein_180",0.813598748140956,8,8
"protein_206",0.967740893118559,8,8
"protein_269",0.930296088186428,8,8
"protein_270",0.994403341430416,8,8
"protein_285",0.8914662337508,8,8
"protein_325",0.998393297284965,8,8
"protein_338",0.996034169054002,8,8
"protein_343",0.90019475760934,8,8
"protein_349",0.996533523406084,8,8
"protein_357",0.984567150215827,8,8
"protein_384",0.969490306977179,8,8
"protein_399",0.978167689448681,8,8
"protein_409",0.928811566655631,8,8
"protein_432",0.906673492012803,8,8
"protein_434",0.978250286835188,8,8
"protein_467",0.999889963186537,8,8
"protein_472",0.99765286367672,8,8
"protein_512",0.893594877053152,8,8
"protein_526",0.94449872604959,8,8
"protein_577",0.955676246563263,8,8
"protein_584",0.999885154214263,8,8
"protein_606",0.986868518257098,8,8
"protein_610",0.998911683784659,8,8
"protein_619",0.999907806203353,8,8
"protein_696",0.962234370198522,8,8
"protein_711",0.999833576078464,8,8
"protein_744",0.993509333621054,8,8
"protein_748",0.956887535315935,8,8
"protein_775",0.987236117047411,8,8
"protein_828",0.871695832818722,8,8
"protein_838",0.984854042222322,8,8
"protein_850",0.876258264424104,8,8
"protein_869",0.844191853019432,8,8
"protein_903",0.997917011547671,8,8
"protein_920",0.99757557014608,8,8
"protein_939",0.982266429115506,8,8
"protein_1017",0.98582766623251,8,8
"protein_1019",0.912284817707755,8,8
"protein_1022",0.917812010869023,8,8
"protein_1033",0.903201597276978,8,8
"protein_1035",0.963279282857527,8,8
"protein_1065",0.998935860110329,8,8
"protein_1073",0.803012783148263,8,8
"protein_1081",0.976641398177618,8,8
"protein_1105",0.993439873933261,8,8
"protein_1134",0.901474063036173,8,8
"protein_1155",0.988431966967958,8,8
"protein_1163",0.943124140143761,8,8
"protein_1175",0.999889168180055,8,8
"protein_1205",0.981580372850592,8,8
"protein_1236",0.850114540311145,8,8
"protein_1263",0.84112237939897,8,8
"protein_1294",0.999054632128828,8,8
"protein_1300",0.976123192999687,8,8
"protein_1308",0.950262967318205,8,8
"protein_1309",0.976400950414621,8,8
"protein_1320",0.852121527937211,8,8
"protein_1340",0.900891041182018,8,8
"protein_1351",0.993756806546011,8,8
"protein_1421",0.993271778174011,8,8
"protein_1466",0.9953656544966,8,8
"protein_1474",0.919529215645218,8,8
"protein_1475",0.972933244951705,8,8
"protein_1477",0.980742189085857,8,8
"protein_1481",0.868772012647671,8,8
"protein_1525",0.99267140207554,8,8
"protein_1535",0.950214489313086,8,8
"protein_1552",0.949607092705008,8,8
"protein_1558",0.9996331506791,8,8
"protein_1601",0.946201788496552,8,8
"protein_1615",0.999678695243776,8,8
"protein_1625",0.991773481839317,8,8
"protein_1648",0.987079191214661,8,8
"protein_1663",0.918236527745034,8,8
"protein_1743",0.990155042540945,8,8
"protein_1773",0.999157313022359,8,8
"protein_1784",0.806215557371401,8,8
"protein_1822",0.92938285455528,8,8
"protein_1828",0.93454912480932,8,8
"protein_1857",0.898033262722903,8,8
"protein_1893",0.998461854741365,8,8
"protein_1897",0.999936020494597,8,8
"protein_1942",0.960201533306923,8,8
"protein_1954",0.984324217395368,8,8
"protein_1981",0.997706378882101,8,8
"protein_2035",0.966924437933167,8,8
"protein_2039",0.956951522468896,8,8
"protein_2062",0.999139300358094,8,8
"protein_2082",0.802518154953612,8,8
"protein_2102",0.999946996043649,8,8
"protein_2123",0.878932010655371,8,8
"protein_2128",0.97872375849695,8,8
"protein_2253",0.985105014170637,8,8
"protein_2355",0.965337285189133,8,8
"protein_2361",0.975386687682722,8,8
"protein_2380",0.927725035324577,8,8
"protein_2393",0.964917556587239,8,8
"protein_2415",0.878685456627986,8,8
"protein_2442",0.999861231067346,8,8
"protein_2471",0.994599877339522,8,8
"protein_2474",0.949536115710092,8,8
"protein_2484",0.823863493206881,8,8
"protein_2490",0.989368914078816,8,8
"protein_2491",0.882175153727693,8,8
"protein_2527",0.875367296960571,8,8
"protein_2572",0.817605931161936,8,8
"protein_2574",0.956042256806298,8,8
"protein_2585",0.955572052503707,8,8
"protein_2590",0.933458366088214,8,8
"protein_2597",0.984590267324485,8,8
"protein_2616",0.999565910766726,8,8
"protein_2636",0.934960993846159,8,8
"protein_2654",0.990839698662449,8,8
"protein_2691",0.960498501747297,8,8
"protein_2695",0.880342817017032,8,8
"protein_2704",0.812225488244273,8,8
"protein_2716",0.987854003009159,8,8
"protein_2731",0.851011132657828,8,8
"protein_2764",0.820819978346953,8,8
"protein_2802",0.998621606582031,8,8
"protein_2817",0.974731965256632,8,8
"protein_2821",0.823656803122296,8,8
"protein_2828",0.998205487267823,8,8
"protein_2877",0.92310663311567,8,8
"protein_2908",0.998684404295197,8,8
"protein_2913",0.999858441765172,8,8
"protein_2926",0.957764999365263,8,8
"protein_2940",0.987401426429837,8,8
"protein_2991",0.848945664926213,8,8
"protein_3001",0.802220452171702,8,8
"protein_3006",0.998266644530617,8,8
"protein_3022",0.920062140343337,8,8
"protein_3027",0.981677213777505,8,8
"protein_3035",0.989607609072499,8,8
"protein_3041",0.988520108020224,8,8
"protein_3058",0.980469272820823,8,8
"protein_3062",0.879790939646386,8,8
"protein_3065",0.983932710847979,8,8
"protein_3080",0.99252291030965,8,8
"protein_3102",0.989797813662473,8,8
"protein_3109",0.842026036690998,8,8
"protein_3137",0.998434151984103,8,8
"protein_3140",0.92313201770174,8,8
"protein_3188",0.990459744681232,8,8
"protein_3235",0.999848123672632,8,8
"protein_3249",0.874835759344846,8,8
"protein_3265",0.926832738098419,8,8
"protein_3321",0.838127912122704,8,8
"protein_3324",0.997966693312473,8,8
"protein_3381",0.997473871154274,8,8
"protein_3391",0.993614471557391,8,8
"protein_3419",0.961045612607415,8,8
"protein_3437",0.972075339232299,8,8
"protein_3442",0.913505963859582,8,8
"protein_3469",0.999619637487562,8,8
"protein_3471",0.999065601866079,8,8
"protein_3495",0.973820261852291,8,8
"protein_3497",0.98887567628726,8,8
"protein_3509",0.877199577938371,8,8
"protein_3532",0.891559004345522,8,8
"protein_3535",0.828655391744796,8,8
"protein_3567",0.82048325309469,8,8
"protein_3577",0.998227391052717,8,8
"protein_3584",0.816159964809984,8,8
"protein_3615",0.924610868204893,8,8
"protein_3629",0.818500489777495,8,8
"protein_3633",0.925008971510804,8,8
"protein_3655",0.828008396613084,8,8
"protein_3688",0.978390693245426,8,8
"protein_3694",0.871573435908155,8,8
"protein_3732",0.981604317476075,8,8
"protein_3733",0.907762472629839,8,8
"protein_3746",0.830455954185457,8,8
"protein_3767",0.952615094299511,8,8
"protein_3780",0.983637932854964,8,8
"protein_3800",0.999562422313108,8,8
"protein_3805",0.992790258447484,8,8
"protein_3840",0.954329205259132,8,8
"protein_3852",0.875407813529935,8,8
"protein_3874",0.876737952995648,8,8
"protein_3905",0.930219740395718,8,8
"protein_3915",0.971595033978338,8,8
"protein_3922",0.999841210076289,8,8
"protein_3946",0.999753947561142,8,8
"protein_3960",0.998742927005039,8,8
"protein_4009",0.993507417154908,8,8
"protein_4065",0.992100411835672,8,8
"protein_4071",0.993530445078459,8,8
"protein_4124",0.974402173838162,8,8
"protein_4128",0.98931851143125,8,8
"protein_4172",0.999935616256142,8,8
"protein_4179",0.972555809198166,8,8
"protein_4215",0.99694788351519,8,8
"protein_4227",0.993797698072929,8,8
"protein_4229",0.999871021494767,8,8
"protein_4244",0.822357335502547,8,8
"protein_4272",0.975369811245539,8,8
"protein_4296",0.906027267859659,8,8
"protein_4330",0.985467002421523,8,8
"protein_4373",0.938944553669598,8,8
"protein_4383",0.998467070571479,8,8
"protein_4451",0.906745306554532,8,8
"protein_4472",0.999990237281095,8,8
"protein_4508",0.96422469739821,8,8
"protein_4528",0.999209724517224,8,8
"protein_4534",0.996653945621746,8,8
"protein_4652",0.994332982738007,8,8
"protein_4661",0.961937759264907,8,8
"protein_4691",0.904676840588571,8,8
"protein_4734",0.978667106142844,8,8
"protein_4742",0.961749333473889,8,8
"protein_4760",0.994511335356203,8,8
"protein_4799",0.894161956691523,8,8
"protein_4812",0.931617968001726,8,8
"protein_4852",0.999816214256386,8,8
"protein_4858",0.996835405287767,8,8
"protein_4867",0.997973208819226,8,8
"protein_4900",0.99421310658497,8,8
"protein_4921",0.996491142852402,8,8
"protein_4933",0.98229076587324,8,8
"protein_4960",0.992541307376957,8,8
"protein_4962",0.912077482582614,8,8
"protein_5035",0.999816617347561,8,8
"protein_5171",0.922416912187487,8,8
"protein_5174",0.999972070381893,8,8
"protein_5175",0.904051968814482,8,8
"protein_5208",0.875505386503677,8,8
"protein_5210",0.811022083937106,8,8
"protein_5214",0.994983015026912,8,8
"protein_5217",0.999806518361122,8,8
"protein_5257",0.987511473331363,8,8
"protein_5316",0.999917179303813,8,8
"protein_5323",0.971475061755498,8,8
"protein_5339",0.822438331199499,8,8
"protein_5359",0.99826177226415,8,8
"protein_5382",0.936966846733337,8,8
"protein_5389",0.963854030803947,8,8
"protein_5391",0.917333119193913,8,8
"protein_5444",0.987101140120957,8,8
"protein_5446",0.912141627759477,8,8
"protein_5451",0.811838121646233,8,8
"protein_5454",0.950665317431866,8,8
"protein_5457",0.98789024915696,8,8
"protein_5475",0.98668872786307,8,8
"protein_5484",0.828859588845076,8,8
"protein_5491",0.962530232013216,8,8
"protein_5495",0.959925716261155,8,8
"protein_5505",0.961942645481733,8,8
"protein_5507",0.974679980102712,8,8
"protein_5517",0.939520916632565,8,8
"protein_5591",0.999429013240097,8,8
"protein_5622",0.80971951880525,8,8
"protein_5650",0.99852463799527,8,8
"protein_5655",0.854902692069958,8,8
"protein_5693",0.964419235031199,8,8
"protein_5712",0.94181118929649,8,8
"protein_5791",0.999824677615432,8,8
"protein_5800",0.999207483140158,8,8
"protein_5803",0.945585789140641,8,8
"protein_5847",0.957254762635846,8,8
"protein_5849",0.82119057480297,8,8
"protein_5895",0.969825192010575,8,8
"protein_5921",0.943771393620243,8,8
"protein_5924",0.980478017520298,8,8
"protein_5973",0.863806100805311,8,8
"protein_5989",0.852797293995751,8,8
"protein_6003",0.857311736113561,8,8
"protein_6006",0.999640563040715,8,8
"protein_6044",0.999959778939365,8,8
"protein_6076",0.998928735264371,8,8
"protein_6184",0.965739509537296,8,8
"protein_6206",0.87358516468426,8,8
"protein_6239",0.983180404581817,8,8
"protein_6272",0.95612006832251,8,8
"protein_6369",0.928725983329666,8,8
"protein_6374",0.99930723346335,8,8
"protein_6392",0.85647905405982,8,8
"protein_6408",0.940660127975233,8,8
"protein_6413",0.924290707551756,8,8
"protein_6455",0.996252806385298,8,8
"protein_6462",0.92148591221034,8,8
"protein_6490",0.823854627846516,8,8
"protein_6493",0.874668053550098,8,8
"protein_6522",0.972524639856498,8,8
"protein_6523",0.971857800282834,8,8
"protein_6528",0.998442569152114,8,8
"protein_6545",0.961616232384036,8,8
"protein_6598",0.990581971521866,8,8
"protein_6710",0.889522873132761,8,8
"protein_6760",0.999252071446667,8,8
"protein_6780",0.971006492292213,8,8
"protein_6784",0.881654356831128,8,8
"protein_6802",0.999874278011854,8,8
"protein_6848",0.83507831305262,8,8
"protein_6868",0.997842817692525,8,8
"protein_6888",0.949603319578648,8,8
"protein_6929",0.841486833498905,8,8
"protein_6937",0.999599326072583,8,8
"protein_6956",0.999969536632997,8,8
"protein_6960",0.996893162401588,8,8
"protein_6976",0.872320168123479,8,8
"protein_7010",0.956675551531669,8,8
"protein_7045",0.994473670048587,8,8
"protein_7048",0.971741468470893,8,8
"protein_7060",0.936986945414433,8,8
"protein_7081",0.951568284462954,8,8
"protein_7082",0.99032076145418,8,8
"protein_7108",0.996517783578498,8,8
"protein_7122",0.99572865486465,8,8
"protein_7149",0.968663567481897,8,8
"protein_7209",0.950197420552163,8,8
"protein_7213",0.909168430346933,8,8
"protein_7265",0.935773992047966,8,8
"protein_7310",0.9168178524476,8,8
"protein_7317",0.881166209756204,8,8
"protein_7318",0.978560929929132,8,8
"protein_7323",0.803227078956246,8,8
"protein_7330",0.97957132618549,8,8
"protein_7346",0.999547716623646,8,8
"protein_7394",0.843795132275398,8,8
"protein_7408",0.953622035894046,8,8
"protein_7410",0.956780206139129,8,8
"protein_7438",0.999693575796253,8,8
"protein_7450",0.962824173454511,8,8
"protein_7472",0.959198218280971,8,8
"protein_7486",0.933282217495666,8,8
"protein_7492",0.887650123968903,8,8
"protein_7544",0.928395869835054,8,8
"protein_7550",0.999224822961086,8,8
"protein_7559",0.997553290832082,8,8
"protein_7567",0.997985664904009,8,8
"protein_7580",0.971811317452682,8,8
"protein_7638",0.912819845747684,8,8
"protein_7668",0.924016271292999,8,8
"protein_7696",0.993596701527751,8,8
"protein_7715",0.943649276225231,8,8
"protein_7733",0.993459086399357,8,8
"protein_7737",0.956018326220742,8,8
"protein_7761",0.99715442093287,8,8
"protein_7776",0.999496164252863,8,8
"protein_7801",0.854682208229882,8,8
"protein_7840",0.996351754259927,8,8
"protein_7851",0.955182500044588,8,8
"protein_7892",0.937578746202157,8,8
"protein_7912",0.849181826675867,8,8
"protein_7921",0.93204989635495,8,8
"protein_7929",0.921063687268422,8,8
"protein_7951",0.994085839109727,8,8
"protein_7955",0.983401237953841,8,8
"protein_7960",0.982022682817505,8,8
"protein_7961",0.98572250080196,8,8
"protein_7966",0.992711418617046,8,8
"protein_8014",0.932696992526618,8,8
"protein_8088",0.99560783462881,8,8
"protein_8102",0.998622081337817,8,8
"protein_8106",0.977321644914097,8,8
"protein_8124",0.971987229734,8,8
"protein_8138",0.986178904156193,8,8
"protein_8167",0.93992545431868,8,8
"protein_8214",0.8132470731895,8,8
"protein_8219",0.801208208610956,8,8
"protein_8273",0.990765538310445,8,8
"protein_8275",0.980214736747105,8,8
"protein_8281",0.96456283611929,8,8
"protein_8291",0.998107811781452,8,8
"protein_8304",0.986976837566218,8,8
"protein_8328",0.868340879302518,8,8
"protein_8469",0.997083232936607,8,8
"protein_22",0.995194827007921,9,9
"protein_29",0.895058770927273,9,9
"protein_51",0.982715108667594,9,9
"protein_159",0.992126609328821,9,9
"protein_171",0.997352520018456,9,9
"protein_175",0.982952066350763,9,9
"protein_182",0.81979718068349,9,9
"protein_209",0.999741307626562,9,9
"protein_222",0.941712685763917,9,9
"protein_308",0.890627863215304,9,9
"protein_358",0.999149143372262,9,9
"protein_422",0.840135391293532,9,9
"protein_466",0.844426661825534,9,9
"protein_503",0.802241706780998,9,9
"protein_504",0.990934387759157,9,9
"protein_548",0.999424716390168,9,9
"protein_550",0.815263898984977,9,9
"protein_556",0.997280766793452,9,9
"protein_559",0.999696082577048,9,9
"protein_633",0.959926109715248,9,9
"protein_670",0.952807800219646,9,9
"protein_755",0.993552103781797,9,9
"protein_764",0.995909754996936,9,9
"protein_792",0.973484736942805,9,9
"protein_806",0.98738777803353,9,9
"protein_822",0.986017546961774,9,9
"protein_874",0.969048230978098,9,9
"protein_887",0.985129762285639,9,9
"protein_959",0.972669212478201,9,9
"protein_1074",0.995379231052919,9,9
"protein_1076",0.885986332518504,9,9
"protein_1112",0.998711655472479,9,9
"protein_1160",0.903195133140138,9,9
"protein_1165",0.97576991768626,9,9
"protein_1186",0.910305569138143,9,9
"protein_1187",0.990150975990813,9,9
"protein_1200",0.949913343936251,9,9
"protein_1204",0.9128767611616,9,9
